smiles,Mol ID,canonical_smiles
O=C([C@H]1COCCO1)N1CCC(NC2=NC(C3=CNC4=C3C(Cl)=CC=N4)=CS2)C1,MOL_1882,O=C([C@H]1COCCO1)N1CCC(Nc2nc(-c3c[nH]c4nccc(Cl)c34)cs2)C1
CCOC(=O)C1=NN2C=C(C3=NNC4=NC=CC=C34)C=NC2=C1,MOL_1883,CCOC(=O)c1cc2ncc(-c3n[nH]c4ncccc34)cn2n1
CCC1=CC=CC2=NC(C3=NNC4=NC=CC=C34)=C(NC)N12,MOL_1884,CCc1cccc2nc(-c3n[nH]c4ncccc34)c(NC)n12
CC1=NC2=CC(C3=CC=C(N)C(F)=N3)=CC(Cl)=C2O1,MOL_1885,Cc1nc2cc(-c3ccc(N)c(F)n3)cc(Cl)c2o1
C1=CC2=NC(C3=CC=C4OCCC4=C3)=NN2C=C1,MOL_1886,c1ccn2nc(-c3ccc4c(c3)CCO4)nc2c1
CCc1cc(-c2ccc3c(c2)CCCO3)ccc1O,MOL_1887,CCc1cc(-c2ccc3c(c2)CCCO3)ccc1O
Cc1cc(C)nc(NC(=O)Nc2ccc3c(c2)C(=O)CCC3)c1,MOL_1888,Cc1cc(C)nc(NC(=O)Nc2ccc3c(c2)C(=O)CCC3)c1
CC1(C2=NNC(C(=O)N3CCN(C(=O)C4=NC5=CC=NN5C=C4)C(C4=NC=CN4)C3)=C2)CC1,MOL_1889,CC1(c2cc(C(=O)N3CCN(C(=O)c4ccn5nccc5n4)C(c4ncc[nH]4)C3)[nH]n2)CC1
COC(=O)C1=CC(C(=O)N2CCCC(CC3=CN(C4=CC=CC5=NC=CC=C45)N=N3)C2)=CN1C,MOL_1890,COC(=O)c1cc(C(=O)N2CCCC(Cc3cn(-c4cccc5ncccc45)nn3)C2)cn1C
CCOC(C)C1=NC(C(=O)N2CCO[C@@H](C3=CN(C4=CC=C(OC)C=C4F)N=N3)C2)=CS1,MOL_1891,CCOC(C)c1nc(C(=O)N2CCO[C@@H](c3cn(-c4ccc(OC)cc4F)nn3)C2)cs1
N#CCC1=C(C(=O)N2CCOC(CC3=CN(CC4=CC(N)=CC=C4)N=N3)C2)SC=C1,MOL_1892,N#CCc1ccsc1C(=O)N1CCOC(Cc2cn(Cc3cccc(N)c3)nn2)C1
CC1=NN=NN1C1=CC(F)=CC(C(=O)NC2=NC3=CC4=C(C=C3N2)CCC4)=C1,MOL_1893,Cc1nnnn1-c1cc(F)cc(C(=O)Nc2nc3cc4c(cc3[nH]2)CCC4)c1
COC1=NC=CC=C1NC1=NC(C2CCN2C(=O)C2=CC(C(C)=O)=CC=C2)=CS1,MOL_1894,COc1ncccc1Nc1nc(C2CCN2C(=O)c2cccc(C(C)=O)c2)cs1
CC1=NC(C(F)F)=CC(C2=C(NCC3=CC=CC=C3)N3C(S(N)(=O)=O)=CC=CC3=N2)=N1,MOL_1895,Cc1nc(-c2nc3cccc(S(N)(=O)=O)n3c2NCc2ccccc2)cc(C(F)F)n1
CSC1=NC(C(=O)NCC2CCN(C3=NC(C4=CC=CC=N4)=NC(C)=C3)C2)=CS1,MOL_1896,CSc1nc(C(=O)NCC2CCN(c3cc(C)nc(-c4ccccn4)n3)C2)cs1
CCCN1C=CN=C1C(=O)C1=CC=NC(C2=CSC(C(F)(F)F)=N2)=C1,MOL_1897,CCCn1ccnc1C(=O)c1ccnc(-c2csc(C(F)(F)F)n2)c1
O=C1NC2=NC=CC=C2C=C1C1=NC(C2=CC(F)=C(N3CCOCC3)C(F)=C2)=NO1,MOL_1898,O=c1[nH]c2ncccc2cc1-c1nc(-c2cc(F)c(N3CCOCC3)c(F)c2)no1
CC1=CC(C2=CNC3=C2C(N)=NC=N3)=CC=N1,MOL_1899,Cc1cc(-c2c[nH]c3ncnc(N)c23)ccn1
FC1=CC(C2=CSC(C3=CC=CC=N3)=N2)=CC2=C1NN=C2,MOL_1900,Fc1cc(-c2csc(-c3ccccn3)n2)cc2cn[nH]c12
CC1=NC2=C(F)C=C(C3=NC(N)=CC=C3)C=C2O1,MOL_1901,Cc1nc2c(F)cc(-c3cccc(N)n3)cc2o1
CC1=CC(C(=O)N2CCOC(CC3=CN([C@@H]4CCC5=CC(Cl)=CC=C54)N=N3)C2)=NC=C1F,MOL_1902,Cc1cc(C(=O)N2CCOC(Cc3cn([C@@H]4CCc5cc(Cl)ccc54)nn3)C2)ncc1F
CC1=NN(C2=CC=NC=C2)C=C1C1=C(NCC2=CC(Cl)=CC=C2)N2C=C(C(N)=S)N=CC2=N1,MOL_1903,Cc1nn(-c2ccncc2)cc1-c1nc2cnc(C(N)=S)cn2c1NCc1cccc(Cl)c1
CCC1CCN(C2=NC([C@@H](C)NC(=O)C3=CC(C4=CC=CN=C4)=NN3)=CS2)C1,MOL_1904,CCC1CCN(c2nc([C@@H](C)NC(=O)c3cc(-c4cccnc4)n[nH]3)cs2)C1
COC1=CC=C(Cl)C=C1CN(C)C1=NC2=CC=CN=C2C(NCC2=CC(N)=CC=C2)=N1,MOL_1905,COc1ccc(Cl)cc1CN(C)c1nc(NCc2cccc(N)c2)c2ncccc2n1
CCC1=CC=CC=C1C1=CN(C2=NNC3=NC=C(F)C=C23)N=N1,MOL_1906,CCc1ccccc1-c1cn(-c2n[nH]c3ncc(F)cc23)nn1
Cc1nc2cnc(-c3cccc(Cl)n3)nc2[nH]1,MOL_1907,Cc1nc2cnc(-c3cccc(Cl)n3)nc2[nH]1
CN(C)CCNc1ncc2c(-c3ccnc(NCc4cccc(Cl)c4)n3)n[nH]c2n1,MOL_1908,CN(C)CCNc1ncc2c(-c3ccnc(NCc4cccc(Cl)c4)n3)n[nH]c2n1
COC1=CC=CC(Cl)=C1CCNC1=NC2=CC=CN=C2C(NCC2=CC(C(=O)N(C)C)=CC=C2)=N1,MOL_1909,COc1cccc(Cl)c1CCNc1nc(NCc2cccc(C(=O)N(C)C)c2)c2ncccc2n1
CS(=O)(=O)C1=CC=NC(C(=O)NC2=NC(C3=CC=C(N4CCCC4=O)C=C3)=CS2)=C1,MOL_1910,CS(=O)(=O)c1ccnc(C(=O)Nc2nc(-c3ccc(N4CCCC4=O)cc3)cs2)c1
OCC(C1=CC=CO1)N1C=NC2=C1N=CN=C2N1CC(O)C1,MOL_1911,OCC(c1ccco1)n1cnc2c(N3CC(O)C3)ncnc21
CN1C=C(C2=CC=C(C3=CC=CO3)C=N2)C=N1,MOL_1912,Cn1cc(-c2ccc(-c3ccco3)cn2)cn1
CC1C=C(C(=O)N2CCC(CC3=CSC(C4=CC=NC(N5C=NC=N5)=C4)=N3)CC2)C1,MOL_1913,CC1C=C(C(=O)N2CCC(Cc3csc(-c4ccnc(-n5cncn5)c4)n3)CC2)C1
COCC1=NC(C(=O)N2CCC[C@H](C3=CSC(NC4=CC=CC5=NC=CC=C45)=N3)C2)=CO1,MOL_1914,COCc1nc(C(=O)N2CCC[C@H](c3csc(Nc4cccc5ncccc45)n3)C2)co1
CC1=CC=NC(C2=CSC(C(NC(=O)C3=CNC4=NC=CN=C34)C3CC3)=N2)=C1,MOL_1915,Cc1ccnc(-c2csc(C(NC(=O)c3c[nH]c4nccnc34)C3CC3)n2)c1
CCC1=NC(C2=NC(C3=NC=CC=C3OC(C)C)=NO2)=CS1,MOL_1916,CCc1nc(-c2nc(-c3ncccc3OC(C)C)no2)cs1
COC1=CC(C2=CN(C3=CC=CC=C3)N=C2C)=CC(C)=C1N,MOL_1917,COc1cc(-c2cn(-c3ccccc3)nc2C)cc(C)c1N
CS(=O)(=O)C1=CC=NC(NC(=O)C2=NOC(C3=CC=CN=C3)=C2)=C1,MOL_1918,CS(=O)(=O)c1ccnc(NC(=O)c2cc(-c3cccnc3)on2)c1
O=C(O)C1CN(C(=O)C2=CC=CC(OCC3=CN(CC4=CC=CC=C4F)N=N3)=C2)CCO1,MOL_1919,O=C(O)C1CN(C(=O)c2cccc(OCc3cn(Cc4ccccc4F)nn3)c2)CCO1
CCC1(C(=O)N2CCOC(CC3=CN([C@@H](C)C4=CC=CC5=CN=CC=C45)N=N3)C2)COC1,MOL_1920,CCC1(C(=O)N2CCOC(Cc3cn([C@@H](C)c4cccc5cnccc45)nn3)C2)COC1
COC(=O)C1=NN(C)C(C(=O)N(C)CC2=CSC(C3=NNC4=CC=CC=C34)=N2)=C1,MOL_1921,COC(=O)c1cc(C(=O)N(C)Cc2csc(-c3n[nH]c4ccccc34)n2)n(C)n1
COC(=O)C1=CC=CC(C(=O)N2CCC(C)(C3=NC(C4=CC=CNC4=O)=CS3)CC2)=C1F,MOL_1922,COC(=O)c1cccc(C(=O)N2CCC(C)(c3nc(-c4ccc[nH]c4=O)cs3)CC2)c1F
CC1=CC=CC(C2=NC([C@@H](NC(=O)C(=O)C3=CNC4=CC=CC=C34)C(C)C)=CS2)=N1,MOL_1923,Cc1cccc(-c2nc([C@@H](NC(=O)C(=O)c3c[nH]c4ccccc34)C(C)C)cs2)n1
CCC1=NOC(CC(=O)N2CCO[C@@H](C3=CN(C4=CC=C5N=CC=CC5=C4)N=N3)C2)C1,MOL_1924,CCC1=NOC(CC(=O)N2CCO[C@@H](c3cn(-c4ccc5ncccc5c4)nn3)C2)C1
CCC1=NOC(C(=O)N2CCC(NC3=NC=CC(C4=CC=CC=C4)=N3)C(O)C2)=C1,MOL_1925,CCc1cc(C(=O)N2CCC(Nc3nccc(-c4ccccc4)n3)C(O)C2)on1
CCN1N=C(C2CC2)C=C1C1=CSC(C2=CC=CC=N2)=N1,MOL_1926,CCn1nc(C2CC2)cc1-c1csc(-c2ccccn2)n1
CN1C=NC(C2=CSC(C(NC(=O)C3=CN4N=CC=CC4=C3)C3CC3)=N2)=C1,MOL_1927,Cn1cnc(-c2csc(C(NC(=O)c3cc4cccnn4c3)C3CC3)n2)c1
CC1=NN(C2=NN=CN2NC(=O)C2=CSC(C3=COC=C3)=N2)C(C)=C1,MOL_1928,Cc1cc(C)n(-c2nncn2NC(=O)c2csc(-c3ccoc3)n2)n1
CNC1=CC(N2C[C@H](O)C[C@@H]2CNC(=O)C2=CSC(C3=CC=C(Cl)C(Cl)=C3)=N2)=NC=N1,MOL_1929,CNc1cc(N2C[C@H](O)C[C@@H]2CNC(=O)c2csc(-c3ccc(Cl)c(Cl)c3)n2)ncn1
COC(=O)C1=CC(C2=CSC(NC(=O)C3=NNC4=NC=C(C)C=C34)=N2)=CN1,MOL_1930,COC(=O)c1cc(-c2csc(NC(=O)c3n[nH]c4ncc(C)cc34)n2)c[nH]1
CN1C=CC(C2=CC=CC(C(=O)N3CCC(OCC4=NC(C5=CC=CC=N5)=CS4)C3)=C2)=N1,MOL_1931,Cn1ccc(-c2cccc(C(=O)N3CCC(OCc4nc(-c5ccccn5)cs4)C3)c2)n1
OCCNc1cnc2[nH]cc(-c3coc(-c4cc(F)cs4)c3)c2c1,MOL_1932,OCCNc1cnc2[nH]cc(-c3coc(-c4cc(F)cs4)c3)c2c1
CC1=NOC(CC(=O)N2CCC(C3=NC(C4=CC(F)=CC=C4C)=CS3)CC2)=C1,MOL_1933,Cc1cc(CC(=O)N2CCC(c3nc(-c4cc(F)ccc4C)cs3)CC2)on1
CC(C)(O)C1=NC(C2=CC=NC3=CC(Cl)=CC=C23)=CS1,MOL_1934,CC(C)(O)c1nc(-c2ccnc3cc(Cl)ccc23)cs1
CCN1C=CC(C2=C(F)C3=CC=CN=C3C=C2)=N1,MOL_1935,CCn1ccc(-c2ccc3ncccc3c2F)n1
COC1=CC=C(CN2C=C(C(=O)N3CCOC(C4=NOC(C5=CC=CC=C5)=N4)C3)C=N2)C=C1,MOL_1936,COc1ccc(Cn2cc(C(=O)N3CCOC(c4noc(-c5ccccc5)n4)C3)cn2)cc1
CC1=NC(C2=CC3=CC=C(Cl)N=C3C=C2)=CN1,MOL_1937,Cc1nc(-c2ccc3nc(Cl)ccc3c2)c[nH]1
CNCC1=NOC(C2=CSC(C3=C(Cl)C(Cl)=CC=C3)=N2)=N1,MOL_1938,CNCc1noc(-c2csc(-c3cccc(Cl)c3Cl)n2)n1
COC(=O)C1=CC(C(=O)N2CCC(C)(C3=CSC(C4=CC(F)=CC=C4F)=N3)CC2)=CN1C,MOL_1939,COC(=O)c1cc(C(=O)N2CCC(C)(c3csc(-c4cc(F)ccc4F)n3)CC2)cn1C
COc1nc(-c2cc(O)cc(O)c2)ccc1C=O,MOL_1940,COc1nc(-c2cc(O)cc(O)c2)ccc1C=O
CC1=NC(C2=CC=C3OCCC3=C2)=C(Cl)C=C1N,MOL_1941,Cc1nc(-c2ccc3c(c2)CCO3)c(Cl)cc1N
COC1=CC=C(C2=NC(C(=O)NN3C=NC4=C(C(C5=CC=CS5)=CS4)C3=O)=CS2)C=C1OC,MOL_1942,COc1ccc(-c2nc(C(=O)Nn3cnc4scc(-c5cccs5)c4c3=O)cs2)cc1OC
CC1=CC(N2C=C(C3=NC=CC=C3F)N=N2)=NN1CC(F)(F)F,MOL_1943,Cc1cc(-n2cc(-c3ncccc3F)nn2)nn1CC(F)(F)F
CC1=NN=C(CC2=CC=C(C3=NNC4=NC=CC=C34)C=C2)O1,MOL_1944,Cc1nnc(Cc2ccc(-c3n[nH]c4ncccc34)cc2)o1
CC1=C(C(=O)NC2=NC(C3=CC=CC=C3)=CN2C)C=C2C(C)=NNC2=C1,MOL_1945,Cc1cc2[nH]nc(C)c2cc1C(=O)Nc1nc(-c2ccccc2)cn1C
FC1=C(C2=NC(C3=CC=CN=C3)=CS2)C=CC2=C1C=CO2,MOL_1946,Fc1c(-c2nc(-c3cccnc3)cs2)ccc2occc12
COC1=CC=C(C2=CC(C(=O)NC3=NC4=CC(C#N)=CC=C4N3)=C3C=CC=CC3=N2)C=C1,MOL_1947,COc1ccc(-c2cc(C(=O)Nc3nc4cc(C#N)ccc4[nH]3)c3ccccc3n2)cc1
CC1=CSC(CNC2=CC=CC(C(=O)N3CCC(C4=NN=C5C=NC=CN45)CC3)=C2)=N1,MOL_1948,Cc1csc(CNc2cccc(C(=O)N3CCC(c4nnc5cnccn45)CC3)c2)n1
COC(=O)C1=CC(F)=C(NC(=O)C2=CSC(C3=CSC=C3)=N2)C=C1Cl,MOL_1949,COC(=O)c1cc(F)c(NC(=O)c2csc(-c3ccsc3)n2)cc1Cl
O=c1ccc2cc(-c3ccc4c(c3)CCO4)cc(F)c2[nH]1,MOL_1950,O=c1ccc2cc(-c3ccc4c(c3)CCO4)cc(F)c2[nH]1
CN1C=CC(=O)C(C(=O)N2CCO[C@@H](C3=CN(C4=CC=CC5=CN=CC=C45)N=N3)C2)=C1,MOL_1951,Cn1ccc(=O)c(C(=O)N2CCO[C@@H](c3cn(-c4cccc5cnccc45)nn3)C2)c1
CC1=CC=C(C2=NC3=CC=C(Br)N=C3N2)C=C1,MOL_1952,Cc1ccc(-c2nc3ccc(Br)nc3[nH]2)cc1
CS(=O)(=O)C1=CC=CC(NC(=O)C2=NOC(C3=CC(F)=CC=C3)=C2)=N1,MOL_1953,CS(=O)(=O)c1cccc(NC(=O)c2cc(-c3cccc(F)c3)on2)n1
O=C(C1=NOC2=C1COCC2)N1CCC(NC2=NC(C3=NC=CC4=CC=CC=C34)=CS2)C1,MOL_1954,O=C(c1noc2c1COCC2)N1CCC(Nc2nc(-c3nccc4ccccc34)cs2)C1
CC1=NC=C(C(=O)N2CCN(CC3=NC(C4=CSC5=CC=CC=C45)=CS3)CC2)C(C)=N1,MOL_1955,Cc1ncc(C(=O)N2CCN(Cc3nc(-c4csc5ccccc45)cs3)CC2)c(C)n1
CC1=NN2C(C(F)(F)F)=CC=NC2=C1CNC1=CC=CC(C2=NNC3=C2CCC3)=C1,MOL_1956,Cc1nn2c(C(F)(F)F)ccnc2c1CNc1cccc(-c2n[nH]c3c2CCC3)c1
CC1=CC(C2=CC=C(N)N=N2)=CC2=CN(C)N=C12,MOL_1957,Cc1cc(-c2ccc(N)nn2)cc2cn(C)nc12
COC1=CC(C2=CSC(C3=CC=C(CNC(=O)C4CCC(O)CN4C)C=C3)=N2)=CC=N1,MOL_1958,COc1cc(-c2csc(-c3ccc(CNC(=O)C4CCC(O)CN4C)cc3)n2)ccn1
CC1=C(C)SC(N2C=C(C(C)(C)NC(=O)C3=CSC(C4=NC=CC=C4F)=N3)N=N2)=N1,MOL_1959,Cc1nc(-n2cc(C(C)(C)NC(=O)c3csc(-c4ncccc4F)n3)nn2)sc1C
CS(C)(=O)=NC1=NC(C(=O)NC2=NSC(C3=CC=C(C(F)(F)F)C=C3)=N2)=CS1,MOL_1960,CS(C)(=O)=Nc1nc(C(=O)Nc2nsc(-c3ccc(C(F)(F)F)cc3)n2)cs1
Nc1cc(-c2ccc3c(=O)[nH]cnc3c2)cc(N)n1,MOL_1961,Nc1cc(-c2ccc3c(=O)[nH]cnc3c2)cc(N)n1
CC1=NN(C)C(=O)C(C(=O)NCC2=CC=C(C3=NC(C4=CC=CN=C4)=CS3)C=C2)=C1C,MOL_1962,Cc1nn(C)c(=O)c(C(=O)NCc2ccc(-c3nc(-c4cccnc4)cs3)cc2)c1C
COCC1=C(C(=O)NCC2=NC(C3=NC(C4=CC(OC)=CC=C4OC)=CS3)=CS2)NC=C1,MOL_1963,COCc1cc[nH]c1C(=O)NCc1nc(-c2nc(-c3cc(OC)ccc3OC)cs2)cs1
COC1CCN(C2=NC=CC(NC(=O)C3=CSC(C4=CC=CC=C4C)=N3)=N2)CC1,MOL_1964,COC1CCN(c2nccc(NC(=O)c3csc(-c4ccccc4C)n3)n2)CC1
O=C1C=C(C2=CNC3=NC=CC=C23)NC(=O)N1,MOL_1965,O=c1cc(-c2c[nH]c3ncccc23)[nH]c(=O)[nH]1
COC(=O)C1=CC=CC(S(C)(=O)=NC(=O)C2=CSC(C3=CC=C(OC)C=C3)=N2)=C1,MOL_1966,COC(=O)c1cccc(S(C)(=O)=NC(=O)c2csc(-c3ccc(OC)cc3)n2)c1
CC1=CN=CC(C(=O)NC2=NC(C3=CC=C4OCCCC4=C3)=C(C)S2)=N1,MOL_1967,Cc1cncc(C(=O)Nc2nc(-c3ccc4c(c3)CCCO4)c(C)s2)n1
NC1=NC=NC(N2N=C(C(F)(F)F)C=C2C2=CC=CO2)=N1,MOL_1968,Nc1ncnc(-n2nc(C(F)(F)F)cc2-c2ccco2)n1
CC1=CC=C(C2=NC(C3=CNC4=CC=CC=C34)=CS2)O1,MOL_1969,Cc1ccc(-c2nc(-c3c[nH]c4ccccc34)cs2)o1
BrC1=CC=C2NC=C(C3=CSC(C4=NC=CN4)=N3)C2=C1,MOL_1970,Brc1ccc2[nH]cc(-c3csc(-c4ncc[nH]4)n3)c2c1
COC1=CC=CC=C1CN(C)C1=NC2=CC(C)=CC=C2C(NC(C)C2=CC=NC(C)=N2)=N1,MOL_1971,COc1ccccc1CN(C)c1nc(NC(C)c2ccnc(C)n2)c2ccc(C)cc2n1
CC1=NNC2=CC=C(C3=NSC(C4=NC=CC=C4Cl)=N3)C=C12,MOL_1972,Cc1n[nH]c2ccc(-c3nsc(-c4ncccc4Cl)n3)cc12
COC1=NC=CC=C1C1=CSC(C2=CC=C(C)N=C2)=N1,MOL_1973,COc1ncccc1-c1csc(-c2ccc(C)nc2)n1
CCC1=NOC(C2=CN(CC(=O)N3CCN(C4=NC=CC=N4)C(C)C3)N=N2)=C1,MOL_1974,CCc1cc(-c2cn(CC(=O)N3CCN(c4ncccn4)C(C)C3)nn2)on1
CC1=C2C=NC(N[C@H]3C[C@H]4CC[C@@H](C3)N4C(=O)C3=CC(C4=CC=CC=C4)=CO3)=NC2=NN1C,MOL_1975,Cc1c2cnc(N[C@H]3C[C@H]4CC[C@@H](C3)N4C(=O)c3cc(-c4ccccc4)co3)nc2nn1C
CS(=O)(=O)C1=CC=CC(C(=O)NC2=NC(C3=CC4=CC(Cl)=CC=C4O3)=CS2)=C1,MOL_1976,CS(=O)(=O)c1cccc(C(=O)Nc2nc(-c3cc4cc(Cl)ccc4o3)cs2)c1
COC1=CC(C(=O)NCC2=CSC(C(=O)N3CC(C4=CC=CC=N4)C3)=C2)=CC=N1,MOL_1977,COc1cc(C(=O)NCc2csc(C(=O)N3CC(c4ccccn4)C3)c2)ccn1
CC1=CC(C2=NC(C(=O)N3CCOC(CC4=CC=CC=C4)C3)=C(C)N2)=CC=C1,MOL_1978,Cc1cccc(-c2nc(C(=O)N3CCOC(Cc4ccccc4)C3)c(C)[nH]2)c1
CC1=NC(C2=CC=C(C(=O)N3CC(CCC4=CN(C5=CC=CC=N5)N=N4)C3)C=C2)=CS1,MOL_1979,Cc1nc(-c2ccc(C(=O)N3CC(CCc4cn(-c5ccccn5)nn4)C3)cc2)cs1
CCC1CC(C(=O)N2CCOC(CC3=CN(C4=CC=C5SC(C)=NC5=C4)N=N3)C2)C1,MOL_1980,CCC1CC(C(=O)N2CCOC(Cc3cn(-c4ccc5sc(C)nc5c4)nn3)C2)C1
COc1cc(-c2ccc3cc(C)ccc3n2)cnc1N,MOL_1981,COc1cc(-c2ccc3cc(C)ccc3n2)cnc1N
CC(F)(F)C1=NC(C2=NNC3=CC(Br)=CC=C23)=CS1,MOL_1982,CC(F)(F)c1nc(-c2n[nH]c3cc(Br)ccc23)cs1
CC1=CC=C(C2=CC(C(=O)NC3=CN=C4NN=C(C)C4=C3)=C3C(C)=NOC3=N2)C(C)=C1,MOL_1983,Cc1ccc(-c2cc(C(=O)Nc3cnc4[nH]nc(C)c4c3)c3c(C)noc3n2)c(C)c1
CCC1CN(C(CC)C2=NC(C3=CC=CC(OCC4=CC=CN=C4)=C3)=NO2)CCO1,MOL_1984,CCC1CN(C(CC)c2nc(-c3cccc(OCc4cccnc4)c3)no2)CCO1
CCC1=NNC(C(=O)N(C)CC2=NC(C3=CN(CCC#N)C4=CC=CC=C34)=CS2)=C1C,MOL_1985,CCc1n[nH]c(C(=O)N(C)Cc2nc(-c3cn(CCC#N)c4ccccc34)cs2)c1C
COC(=O)C1=CC=C(C2=NC(C3=CC=CC=C3F)=CS2)O1,MOL_1986,COC(=O)c1ccc(-c2nc(-c3ccccc3F)cs2)o1
COC1=CC=CC=C1C1=NOC(C(C)NC2=CC=NC3=NC(N)=CC=C23)=N1,MOL_1987,COc1ccccc1-c1noc(C(C)Nc2ccnc3nc(N)ccc23)n1
FC1=CN=CC(C2=NOC(C3=NNC4=NC=C(Br)C=C34)=N2)=C1,MOL_1988,Fc1cncc(-c2noc(-c3n[nH]c4ncc(Br)cc34)n2)c1
NC1=CC(F)=CC(C2=CC=C3NN=CC3=N2)=C1,MOL_1989,Nc1cc(F)cc(-c2ccc3[nH]ncc3n2)c1
COC1=CC(F)=CC(C2=CSC(C(NC(=O)C3=CNC(=O)C4=CC=NN34)C3CC3)=N2)=C1,MOL_1990,COc1cc(F)cc(-c2csc(C(NC(=O)c3c[nH]c(=O)c4ccnn34)C3CC3)n2)c1
COC1=CC=NC(C(=O)N2CCOC(CC3=CN(C4=CC(C)=CC=C4F)N=N3)C2)=C1F,MOL_1991,COc1ccnc(C(=O)N2CCOC(Cc3cn(-c4cc(C)ccc4F)nn3)C2)c1F
COC1=CC=C2N=CC=C(CNC3=C4N=CN(C)C4=NC(NCC4=CC(SC)=CC=C4)=N3)C2=C1,MOL_1992,COc1ccc2nccc(CNc3nc(NCc4cccc(SC)c4)nc4c3ncn4C)c2c1
NC(=O)NCc1cc(CCC(=O)N2CCCC2)cc2c1CCC2,MOL_1993,NC(=O)NCc1cc(CCC(=O)N2CCCC2)cc2c1CCC2
CC1=NC2=CC=C(C3=CC=NC(N)=C3)C=C2S1,MOL_1994,Cc1nc2ccc(-c3ccnc(N)c3)cc2s1
COC1=CN=CC=C1CNC1=NC(N[C@@H](C)C2=CC=C(C3=CC=CC=C3)C=C2)=NC(N)=N1,MOL_1995,COc1cnccc1CNc1nc(N)nc(N[C@@H](C)c2ccc(-c3ccccc3)cc2)n1
CC(C)N(C)CC1=CC=CC(CNC2=NC3=CC=CC=C3N=C2NCC2=NC(N)=CC=N2)=C1,MOL_1996,CC(C)N(C)Cc1cccc(CNc2nc3ccccc3nc2NCc2nccc(N)n2)c1
C=CCN1C(C)=CC(C2=CSC(CN(CC)C(=O)C3=NNC4=NC(C)=CC=C34)=N2)=C1C,MOL_1997,C=CCn1c(C)cc(-c2csc(CN(CC)C(=O)c3n[nH]c4nc(C)ccc34)n2)c1C
CCOC(C(=O)NCC1=NC(C2=NC(C3=CNC4=C3C(C)=CC=C4)=CS2)=CS1)C1CCOC1,MOL_1998,CCOC(C(=O)NCc1nc(-c2nc(-c3c[nH]c4cccc(C)c34)cs2)cs1)C1CCOC1
CC1=NOC(CC(=O)N2CCC(C)(C3=CSC(NC4=CC=CC5=NC=CC=C45)=N3)CC2)=C1,MOL_1999,Cc1cc(CC(=O)N2CCC(C)(c3csc(Nc4cccc5ncccc45)n3)CC2)on1
COCCN1C(C2=CC=C3OCCCC3=C2)=NC2=CC=CC=C21,MOL_2000,COCCn1c(-c2ccc3c(c2)CCCO3)nc2ccccc21
CC1=CC(C(=O)N2C[C@H](O)[C@@H](C3=CN([C@@H](C)C4=CC=C(Cl)C=C4)N=N3)C2)=CN(C)C1=O,MOL_2001,Cc1cc(C(=O)N2C[C@H](c3cn([C@@H](C)c4ccc(Cl)cc4)nn3)[C@@H](O)C2)cn(C)c1=O
COC1=CC=C(F)C=C1C(C)NC1=NC2=CC(C)=CC=C2C(NC(C)C2=NC=CC(N)=N2)=N1,MOL_2002,COc1ccc(F)cc1C(C)Nc1nc(NC(C)c2nccc(N)n2)c2ccc(C)cc2n1
Cc1ccc(CNC(=O)NCC2Cc3ccccc3C2)c2c1CCC2,MOL_2003,Cc1ccc(CNC(=O)NCC2Cc3ccccc3C2)c2c1CCC2
Cc1ccc2oc(-c3ccc4nc[nH]c4n3)cc2c1,MOL_2004,Cc1ccc2oc(-c3ccc4nc[nH]c4n3)cc2c1
CC1CN(C2=CC=C(CNC(=O)C3=CSC(C4=CC=C(O)C=C4)=N3)C=N2)CCO1,MOL_2005,CC1CN(c2ccc(CNC(=O)c3csc(-c4ccc(O)cc4)n3)cn2)CCO1
Nc1cc(-c2ccc3nc(C(=O)O)cn3c2)cc(N)n1,MOL_2006,Nc1cc(-c2ccc3nc(C(=O)O)cn3c2)cc(N)n1
CC1=NC2=C(C3=CC=CC=C3)C=NN2C(NCC2=CC(C3=NNC(C)=N3)=CC=C2)=C1,MOL_2007,Cc1cc(NCc2cccc(-c3n[nH]c(C)n3)c2)n2ncc(-c3ccccc3)c2n1
CN(CC1=CN(C2=CC=CC(C(=O)N3CCOC(C4=NC(C(C)(C)C)=NN4)C3)=C2)N=N1)C1CC1,MOL_2008,CN(Cc1cn(-c2cccc(C(=O)N3CCOC(c4nc(C(C)(C)C)n[nH]4)C3)c2)nn1)C1CC1
CC1=C(C2=CC=CC=N2)SC(NC(=O)C2=CSC(C3=CSC=C3)=N2)=N1,MOL_2009,Cc1nc(NC(=O)c2csc(-c3ccsc3)n2)sc1-c1ccccn1
CC1=NC2=CC(C3=NC(C4=CC=C(Br)S4)=NO3)=CN=C2N1,MOL_2010,Cc1nc2cc(-c3nc(-c4ccc(Br)s4)no3)cnc2[nH]1
CC1=CNC2=NC=CC(C3=CNC4=NC=C(F)C=C34)=C12,MOL_2011,Cc1c[nH]c2nccc(-c3c[nH]c4ncc(F)cc34)c12
COC(=O)C1=NC(C2=CN(C3=CC=CC(C(=O)N4CCN5CCCNC(=O)C5C4)=C3)N=N2)=C(C)O1,MOL_2012,COC(=O)c1nc(-c2cn(-c3cccc(C(=O)N4CCN5CCCNC(=O)C5C4)c3)nn2)c(C)o1
