smiles,Mol ID,canonical_smiles
CCCOC1=CC=C(C2=NC(C(=O)N3CCC(C4=NNC(N)=N4)C3)=CS2)C=C1,MOL_1,CCCOc1ccc(-c2nc(C(=O)N3CCC(c4n[nH]c(N)n4)C3)cs2)cc1
CN(C)C1=CC=CC(C2=CSC(C3=CC=C(CNC(=O)C4=CSC(N)=N4)C=C3)=N2)=C1,MOL_2,CN(C)c1cccc(-c2csc(-c3ccc(CNC(=O)c4csc(N)n4)cc3)n2)c1
COC1=CC=CC(C2=NC(C(=O)N3CCOC(CNC4=CC=CN=N4)C3)=CS2)=C1OC,MOL_3,COc1cccc(-c2nc(C(=O)N3CCOC(CNc4cccnn4)C3)cs2)c1OC
N#Cc1n[nH]c2nc(-c3cc(N)cc(Cl)c3)ccc12,MOL_4,N#Cc1n[nH]c2nc(-c3cc(N)cc(Cl)c3)ccc12
COC1=CC(CNC2=CC(C3=NOC(C(F)F)=N3)=CC=C2)=NC(C(=O)O)=C1,MOL_5,COc1cc(CNc2cccc(-c3noc(C(F)F)n3)c2)nc(C(=O)O)c1
CC1=NC2=CC(C(=O)N3CCO[C@@H](C4=CN(CC5=CC(C6=CC=CC=C6)=NN5)N=N4)C3)=CC=C2S1,MOL_6,Cc1nc2cc(C(=O)N3CCO[C@@H](c4cn(Cc5cc(-c6ccccc6)n[nH]5)nn4)C3)ccc2s1
COC1=CC=CC=C1C(C)N1C=C(C2=CC=C3C=NNC3=C2)N=N1,MOL_7,COc1ccccc1C(C)n1cc(-c2ccc3cn[nH]c3c2)nn1
CC1=CC=C(C2=NOC(C3=CSC(C4=CN=CN4)=N3)=N2)N=N1,MOL_8,Cc1ccc(-c2noc(-c3csc(-c4cnc[nH]4)n3)n2)nn1
O=[N+]([O-])C1=CC=C(C2=CSC(C3=CC=C4COCCC4=C3)=N2)C=C1,MOL_9,O=[N+]([O-])c1ccc(-c2csc(-c3ccc4c(c3)CCOC4)n2)cc1
O=C(O)CCC1=NC(C2=CC(C3=CC=C4OCCC4=C3)=CS2)=NO1,MOL_10,O=C(O)CCc1nc(-c2cc(-c3ccc4c(c3)CCO4)cs2)no1
COC1=NC(C)=CC(C)=C1CN(C)C1=NC2=CC=CN=C2C(NC(C)C2=CC=CC=C2N)=N1,MOL_11,COc1nc(C)cc(C)c1CN(C)c1nc(NC(C)c2ccccc2N)c2ncccc2n1
FC1=NC(C2=C3C=CC=NC3=CC=C2Cl)=CS1,MOL_12,Fc1nc(-c2c(Cl)ccc3ncccc23)cs1
NC(=O)C1=CC(C2=CSC(NC(=O)C3=CC(NCC4=CC=CC=C4)=CC=N3)=N2)=CN1,MOL_13,NC(=O)c1cc(-c2csc(NC(=O)c3cc(NCc4ccccc4)ccn3)n2)c[nH]1
FC1=CN=C(C2=CN(C3=CC=C4OCCC4=C3)N=N2)N=C1,MOL_14,Fc1cnc(-c2cn(-c3ccc4c(c3)CCO4)nn2)nc1
CCOC(=O)C1CCN(C(=O)C2=CC=C(NC(=O)C3=CSC(C4=CN=CN4)=N3)C=C2)CC1,MOL_15,CCOC(=O)C1CCN(C(=O)c2ccc(NC(=O)c3csc(-c4cnc[nH]4)n3)cc2)CC1
COC1=CC=CN=C1C(C)NC1=NC2=CC(C)=CC=C2C(NC(C)CCC2=CN(C)N=C2)=N1,MOL_16,COc1cccnc1C(C)Nc1nc(NC(C)CCc2cnn(C)c2)c2ccc(C)cc2n1
COC(=O)C1=CC=C2NC=C(C3=CSC(C4=NN(C)C=C4)=N3)C2=C1,MOL_17,COC(=O)c1ccc2[nH]cc(-c3csc(-c4ccn(C)n4)n3)c2c1
CC1=NN2N=CC=CC2=C1C(=O)NC(C)C1=NC(C2=CNC3=NC=C(Br)C=C23)=CS1,MOL_18,Cc1nn2ncccc2c1C(=O)NC(C)c1nc(-c2c[nH]c3ncc(Br)cc23)cs1
CN(C)C(=O)CN1C=C(NC(=O)C2=CSC(C3=CC(Br)=CS3)=N2)C=N1,MOL_19,CN(C)C(=O)Cn1cc(NC(=O)c2csc(-c3cc(Br)cs3)n2)cn1
COC1=CC=CC2=C1NN=C2C1=NC(C2=CC=CC(NC(=O)CC3CC3)=C2)=NO1,MOL_20,COc1cccc2c(-c3nc(-c4cccc(NC(=O)CC5CC5)c4)no3)n[nH]c12
CC1=CC=C2NC(C(=O)N3CCO[C@@H](C4=CN(CC5=CC(C)=NN5C)N=N4)C3)=CC(=O)C2=C1,MOL_21,Cc1ccc2[nH]c(C(=O)N3CCO[C@@H](c4cn(Cc5cc(C)nn5C)nn4)C3)cc(=O)c2c1
CC1=CC(C2=CSC(C3=NC=C(N)N=C3)=N2)=C(C)S1,MOL_22,Cc1cc(-c2csc(-c3cnc(N)cn3)n2)c(C)s1
COC(=O)CCCC1CN(C(=O)C2=CC(NC(=O)C3=NN(C)C=C3)=CC=C2)CCO1,MOL_23,COC(=O)CCCC1CN(C(=O)c2cccc(NC(=O)c3ccn(C)n3)c2)CCO1
CC1=CN(CC(=O)N2CCCC(C3=NC(C4=CC5=CC=CC=C5OC4=O)=CS3)C2)N=C1,MOL_24,Cc1cnn(CC(=O)N2CCCC(c3nc(-c4cc5ccccc5oc4=O)cs3)C2)c1
CN1CCN(C2=CN=CC(NNC(=O)C3=CSC(C4=CC=C(O)C=C4)=N3)=N2)CC1,MOL_25,CN1CCN(c2cncc(NNC(=O)c3csc(-c4ccc(O)cc4)n3)n2)CC1
O=C1CCC2=C(C=C(F)C(C3=CSC(C4=NN=CN4)=N3)=C2)N1,MOL_26,O=C1CCc2cc(-c3csc(-c4nnc[nH]4)n3)c(F)cc2N1
CC1=CC=C2N=C(C3=NC(C4=NN=C(N)O4)=NO3)C=CC2=C1,MOL_27,Cc1ccc2nc(-c3nc(-c4nnc(N)o4)no3)ccc2c1
FC(F)(F)CN1C=CN=C1C=CC1=NC(C2=CC=CC=C2)=CS1,MOL_28,FC(F)(F)Cn1ccnc1C=Cc1nc(-c2ccccc2)cs1
CN(C)C(=O)C1=CC=CC(NC(=O)C2=CSC(C3=CC=NN3C)=N2)=C1O,MOL_29,CN(C)C(=O)c1cccc(NC(=O)c2csc(-c3ccnn3C)n2)c1O
CC(C)C1=NC=C(C2=CN(CC3CN(C(=O)C4=NN(C5=CC=CC=C5F)C=CC4=O)CCO3)N=N2)O1,MOL_30,CC(C)c1ncc(-c2cn(CC3CN(C(=O)c4nn(-c5ccccc5F)ccc4=O)CCO3)nn2)o1
C1=CC(OC2CCC2)=NC(C2=CNC3=NC=CC=C23)=C1,MOL_31,c1cc(OC2CCC2)nc(-c2c[nH]c3ncccc23)c1
CC[C@H]1CN(C(=O)CC2=CC=CC(C3=CN(CC4=NC(C(=O)O)=CS4)N=N3)=C2)CCO1,MOL_32,CC[C@H]1CN(C(=O)Cc2cccc(-c3cn(Cc4nc(C(=O)O)cs4)nn3)c2)CCO1
COc1ccc(-c2cc(O)nc(C)n2)cc1N,MOL_33,COc1ccc(-c2cc(O)nc(C)n2)cc1N
C=C(C)CNC1=NC(C2=CNC3=C2C=CC=C3CC)=CS1,MOL_34,C=C(C)CNc1nc(-c2c[nH]c3c(CC)cccc23)cs1
CS(=O)(=O)C1=CC(Br)=CC(C(=O)NC2=CC=C(C3=CSC(N)=N3)C=C2)=C1,MOL_35,CS(=O)(=O)c1cc(Br)cc(C(=O)Nc2ccc(-c3csc(N)n3)cc2)c1
CCCNC(=O)C1CN(C(=O)C2=C3C=NN(C(C)C)C3=NC(C3=CC=CC=C3C)=C2)CCO1,MOL_36,CCCNC(=O)C1CN(C(=O)c2cc(-c3ccccc3C)nc3c2cnn3C(C)C)CCO1
COC1=CC(NCC2=CC=CC(C3=NOC(=O)N3)=C2)=C2C=CC=CC2=N1,MOL_37,COc1cc(NCc2cccc(-c3noc(=O)[nH]3)c2)c2ccccc2n1
CC1CN(C2=NC(CC(C)(C)NC(=O)C3=NC=C(C4=CC=NN4C)N=C3)=CS2)CCO1,MOL_38,CC1CN(c2nc(CC(C)(C)NC(=O)c3cnc(-c4ccnn4C)cn3)cs2)CCO1
CC1CCN(C2=CC=C(CNC(=O)C3=CSC(C4=CN(C)N=C4)=N3)C=C2)CC1,MOL_39,CC1CCN(c2ccc(CNC(=O)c3csc(-c4cnn(C)c4)n3)cc2)CC1
CCN1N=C(C)C(C2=CSC(C3=CC=CC4=CC=CC=C34)=N2)=N1,MOL_40,CCn1nc(C)c(-c2csc(-c3cccc4ccccc34)n2)n1
COC1=CC=CN=C1C(C)NC1=C2C(C)=C(C)SC2=NC(C2=CC=CN=C2)=N1,MOL_41,COc1cccnc1C(C)Nc1nc(-c2cccnc2)nc2sc(C)c(C)c12
CC1=C(C)NC(=O)C(C(=O)N2CCO[C@@H](C3=CN(CC4=CC(F)=CC=C4)N=N3)C2)=N1,MOL_42,Cc1nc(C(=O)N2CCO[C@@H](c3cn(Cc4cccc(F)c4)nn3)C2)c(=O)[nH]c1C
CC1=CC(C2=NOC(C3=CSC(Br)=N3)=N2)=C2C=CC=NC2=C1C,MOL_43,Cc1cc(-c2noc(-c3csc(Br)n3)n2)c2cccnc2c1C
O=C(NC1=NC2=CC=CC=C2N1)C1=CC=NC(N2CCC3=NC(Cl)=CC(Cl)=C3C2)=C1,MOL_44,O=C(Nc1nc2ccccc2[nH]1)c1ccnc(N2CCc3nc(Cl)cc(Cl)c3C2)c1
CCOC1=CC=C(C(=O)NC(C)C2CN(C(=O)C3=CC=NC4=C3C=CN4)CCO2)C=N1,MOL_45,CCOc1ccc(C(=O)NC(C)C2CN(C(=O)c3ccnc4[nH]ccc34)CCO2)cn1
CC1CN(C(=O)C2=CC(C(=O)O)=CC(OCC3=CN(CC4=NC=CC=N4)N=N3)=C2)CCO1,MOL_46,CC1CN(C(=O)c2cc(OCc3cn(Cc4ncccn4)nn3)cc(C(=O)O)c2)CCO1
COC1=CC=C2N=CC(NC(=O)C3=CSC(C4=CC=C(C)N4C)=N3)=CC2=C1,MOL_47,COc1ccc2ncc(NC(=O)c3csc(-c4ccc(C)n4C)n3)cc2c1
CN1C=C(C2=CN(C3CC4CCC(C3)N4C(=O)CC3=CC=C4OCCC4=C3)N=N2)C=N1,MOL_48,Cn1cc(-c2cn(C3CC4CCC(C3)N4C(=O)Cc3ccc4c(c3)CCO4)nn2)cn1
COC(=O)C1=CC=NC(C2=CN(C3=NNC(C4CCOCC4)=C3)N=N2)=C1,MOL_49,COC(=O)c1ccnc(-c2cn(-c3cc(C4CCOCC4)[nH]n3)nn2)c1
CCOC(=O)C1=CC=NC(NC(=O)C2=CSC(C3=CC=C(CC)C=C3)=N2)=C1Cl,MOL_50,CCOC(=O)c1ccnc(NC(=O)c2csc(-c3ccc(CC)cc3)n2)c1Cl
O=C(O)C1=CC(C2=CSC(NC(=O)C3=CC=CC4=C3OCC4)=N2)=CN1,MOL_51,O=C(O)c1cc(-c2csc(NC(=O)c3cccc4c3OCC4)n2)c[nH]1
CNC(=O)C1=CC(NCC2=CN=C(C3=CC=CC=C3)N=C2)=CC=N1,MOL_52,CNC(=O)c1cc(NCc2cnc(-c3ccccc3)nc2)ccn1
CCCCN1C=CC(C(=O)NC2(C3=CSC(C4=CC=C(O)C(Cl)=C4)=N3)CC2)=N1,MOL_53,CCCCn1ccc(C(=O)NC2(c3csc(-c4ccc(O)c(Cl)c4)n3)CC2)n1
O=C(O[C@H]1CCOC2=CC(F)=CC=C21)C1=CSC(C2=CN(C3=CC=CC=C3)N=C2)=N1,MOL_54,O=C(O[C@H]1CCOc2cc(F)ccc21)c1csc(-c2cnn(-c3ccccc3)c2)n1
Cc1nc(N)c2nc(-c3cc(F)cc(F)c3)ccc2n1,MOL_55,Cc1nc(N)c2nc(-c3cc(F)cc(F)c3)ccc2n1
O=C1NC=CC2=CC(C3=NC4=CC=C(F)C=C4S3)=CC=C12,MOL_56,O=c1[nH]ccc2cc(-c3nc4ccc(F)cc4s3)ccc12
N#CC1=CC=C2OC(NC(=O)C3=NOC(C4=CC=C5OCCC5=C4)=C3)=NC2=C1,MOL_57,N#Cc1ccc2oc(NC(=O)c3cc(-c4ccc5c(c4)CCO5)on3)nc2c1
CC1=CC=C(C2=NC(N)=NC(N)=C2)C2=C1OC=C2,MOL_58,Cc1ccc(-c2cc(N)nc(N)n2)c2ccoc12
CC1=CC=C(C2=NC(C(=O)N3CCOC(CC4=CN([C@@H]5CCCC6=CC=CN=C65)N=N4)C3)=CS2)O1,MOL_59,Cc1ccc(-c2nc(C(=O)N3CCOC(Cc4cn([C@@H]5CCCc6cccnc65)nn4)C3)cs2)o1
CS(=O)(=O)C1=CC=C(C2=CN=NC(NC(=O)C3=CC4=C(OCCO4)C(Br)=C3)=N2)C=C1,MOL_60,CS(=O)(=O)c1ccc(-c2cnnc(NC(=O)c3cc(Br)c4c(c3)OCCO4)n2)cc1
CC(C)(C)C1=CC=C(N2N=CC(C(=O)NC3=NC4=CC(C#N)=CC=C4N3)=C2N)C=C1,MOL_61,CC(C)(C)c1ccc(-n2ncc(C(=O)Nc3nc4cc(C#N)ccc4[nH]3)c2N)cc1
COC1=CC=C(C2=CSC(NC(=O)C3=CC=NC(N4CCC(C)C4)=C3)=N2)C=C1F,MOL_62,COc1ccc(-c2csc(NC(=O)c3ccnc(N4CCC(C)C4)c3)n2)cc1F
CN1C=NC(C2=CSC(C3=CC=C(O)C=C3Cl)=N2)=C1,MOL_63,Cn1cnc(-c2csc(-c3ccc(O)cc3Cl)n2)c1
COC(=O)C1=CC(N2CC3CC4CC3C2C4O)=NC2=NC=CC=C12,MOL_64,COC(=O)c1cc(N2CC3CC4CC3C2C4O)nc2ncccc12
CC(=O)C1=CC(C(=O)N2CCC(C)(C3=NC(C4=CC=CC=N4)=CS3)CC2)=CC=C1C,MOL_65,CC(=O)c1cc(C(=O)N2CCC(C)(c3nc(-c4ccccn4)cs3)CC2)ccc1C
CN1C=NC(C2=NN=C3CN(C(=O)C4=CSC(C5=CC=CC=N5)=N4)CCN32)=C1,MOL_66,Cn1cnc(-c2nnc3n2CCN(C(=O)c2csc(-c4ccccn4)n2)C3)c1
CC1=CSC(C2=CC=C(NC(=O)C3=COC(C4CCNCC4)=N3)C=C2)=N1,MOL_67,Cc1csc(-c2ccc(NC(=O)c3coc(C4CCNCC4)n3)cc2)n1
C1=CC(C2=NNC3=C2CCCC3)=CC(NC2CCNC2)=C1,MOL_68,c1cc(NC2CCNC2)cc(-c2n[nH]c3c2CCCC3)c1
CC1=NNC(C2CCCN(C(=O)C(=O)NC3=CSC(C4=CC=CC=N4)=N3)C2)=C1,MOL_69,Cc1cc(C2CCCN(C(=O)C(=O)Nc3csc(-c4ccccn4)n3)C2)[nH]n1
CC1=NNC2=NC=NC(N(C)CC3=NOC4=C3CN(C(=O)C3=CNC5=NC=CC=C35)CC4)=C12,MOL_70,Cc1n[nH]c2ncnc(N(C)Cc3noc4c3CN(C(=O)c3c[nH]c5ncccc35)CC4)c12
CC1=NC(C)=C(C2=CN(CC3CN(C(=O)C4=CC=C5C(=O)C(=O)NC5=C4)CCO3)N=N2)S1,MOL_71,Cc1nc(C)c(-c2cn(CC3CN(C(=O)c4ccc5c(c4)NC(=O)C5=O)CCO3)nn2)s1
COC(=O)C1=CC(C(=O)N2CCC[C@H](C3=CSC(C4CCC5=CC=CN=C54)=N3)C2)=NO1,MOL_72,COC(=O)c1cc(C(=O)N2CCC[C@H](c3csc(C4CCc5cccnc54)n3)C2)no1
CC[C@@H]1C[C@H](NC(=O)C2=CC=NC(C3=CN(CC4=C(C(=O)O)C=CO4)N=N3)=C2)CCO1,MOL_73,CC[C@@H]1C[C@H](NC(=O)c2ccnc(-c3cn(Cc4occc4C(=O)O)nn3)c2)CCO1
O=C(O)CC1CN(C(=O)C2=CC(C3=CN(C4=CN=CC=C4Cl)N=N3)=CC=C2Cl)CCO1,MOL_74,O=C(O)CC1CN(C(=O)c2cc(-c3cn(-c4cnccc4Cl)nn3)ccc2Cl)CCO1
CC(C)C1=NC(C2CN(C(=O)C3=CC=NC(SCC4=CC=CC=C4)=C3)CCO2)=NO1,MOL_75,CC(C)c1nc(C2CN(C(=O)c3ccnc(SCc4ccccc4)c3)CCO2)no1
CC(=O)NC1=CN=CC(C(=O)NC2=NN=C(C3=NC=CC=C3Cl)S2)=C1,MOL_76,CC(=O)Nc1cncc(C(=O)Nc2nnc(-c3ncccc3Cl)s2)c1
CC1=CC=C(C2=C3C=CNC3=NC(N)=C2)N1,MOL_77,Cc1ccc(-c2cc(N)nc3[nH]ccc23)[nH]1
CC1=NSC(C(=O)NC2=CN(C)N=C2C2=CC=CO2)=C1N,MOL_78,Cc1nsc(C(=O)Nc2cn(C)nc2-c2ccco2)c1N
CCC(=O)C1=CC=CC(NC(=O)C2=CSC(C3=C(F)C=CC=C3F)=N2)=C1,MOL_79,CCC(=O)c1cccc(NC(=O)c2csc(-c3c(F)cccc3F)n2)c1
CCc1ccc(CC2CN(C(=O)Cc3ccc4oc(=O)[nH]c4c3)C2)c(O)c1,MOL_80,CCc1ccc(CC2CN(C(=O)Cc3ccc4oc(=O)[nH]c4c3)C2)c(O)c1
CCOC1=CN=CC(C(=O)N2CCC(NC3=NC(C4=CNC5=CC=CC=C45)=C(C)S3)C2)=C1,MOL_81,CCOc1cncc(C(=O)N2CCC(Nc3nc(-c4c[nH]c5ccccc45)c(C)s3)C2)c1
CC1=CC(C(=O)N(C)CC2CN(C3=NC(C4=CC=C(F)C=N4)=NC=C3)CCO2)=CS1,MOL_82,Cc1cc(C(=O)N(C)CC2CN(c3ccnc(-c4ccc(F)cn4)n3)CCO2)cs1
Cc1cc(-c2ccc3c(n2)NCCC3)cc(C)c1N,MOL_83,Cc1cc(-c2ccc3c(n2)NCCC3)cc(C)c1N
CC1CCN(C(=O)c2c[nH]c(=O)c(-c3nc(-c4c[nH]c5ncccc45)cs3)c2)CCO1,MOL_84,CC1CCN(C(=O)c2c[nH]c(=O)c(-c3nc(-c4c[nH]c5ncccc45)cs3)c2)CCO1
CN1C=NC(C2=CSC(C3=CSC(CNC(=O)C4=CC=NN4C4=CC=CN=C4)=N3)=N2)=C1,MOL_85,Cn1cnc(-c2csc(-c3csc(CNC(=O)c4ccnn4-c4cccnc4)n3)n2)c1
CC1=CC(C(=O)NC2(C3=CSC(C4=CC=NC(N5C=NC=N5)=C4)=N3)CC2)=CN(C)C1=O,MOL_86,Cc1cc(C(=O)NC2(c3csc(-c4ccnc(-n5cncn5)c4)n3)CC2)cn(C)c1=O
NC(=O)C1=CNC(C(=O)NCC2=NC(C3=NC(C4=CC=NC=C4Cl)=CS3)=CS2)=C1,MOL_87,NC(=O)c1c[nH]c(C(=O)NCc2nc(-c3nc(-c4ccncc4Cl)cs3)cs2)c1
CC1=CC=C2C(C3=C(Cl)SC=C3)=CC=NC2=N1,MOL_88,Cc1ccc2c(-c3ccsc3Cl)ccnc2n1
O=C1CN(C2=CC=C(CNC(=O)C3=CSC(C4=CC=C(Cl)C(Cl)=C4)=N3)C=C2F)CCN1,MOL_89,O=C1CN(c2ccc(CNC(=O)c3csc(-c4ccc(Cl)c(Cl)c4)n3)cc2F)CCN1
N#CC1=CC=C2C(C3=NC(C4=CNC=N4)=NO3)=CNC2=C1,MOL_90,N#Cc1ccc2c(-c3nc(-c4c[nH]cn4)no3)c[nH]c2c1
CC(=O)Nc1cnc2[nH]cc(-c3ccn(-c4ccccn4)n3)c2c1,MOL_91,CC(=O)Nc1cnc2[nH]cc(-c3ccn(-c4ccccn4)n3)c2c1
COC1=CC(C(=O)N2CCOC(CC3=CN([C@@H]4C5=CC=CC=C5CC[C@H]4O)N=N3)C2)=CC=N1,MOL_92,COc1cc(C(=O)N2CCOC(Cc3cn([C@@H]4c5ccccc5CC[C@H]4O)nn3)C2)ccn1
CC1=NN=NN1C(=CC1=CC=CC=C1)C(=O)NC1=NC2=CC(C(F)(F)C(F)(F)F)=CC=C2N1,MOL_93,Cc1nnnn1C(=Cc1ccccc1)C(=O)Nc1nc2cc(C(F)(F)C(F)(F)F)ccc2[nH]1
CC1=CC(C2=CSC(CN3CCN(C(=O)C(F)(F)C4=NC=CC=C4C)CC3)=N2)=CC=N1,MOL_94,Cc1cc(-c2csc(CN3CCN(C(=O)C(F)(F)c4ncccc4C)CC3)n2)ccn1
CC1=NC(CN2CCC(C(=O)N(C)CC3=NC(C4=CC=CNC4=O)=CS3)CC2)=CS1,MOL_95,Cc1nc(CN2CCC(C(=O)N(C)Cc3nc(-c4ccc[nH]c4=O)cs3)CC2)cs1
CCC1=NNC(=O)C(C2=NC([C@@H](CC)NC(=O)C3=CNC4=NC=CC=C34)=CS2)=C1CC,MOL_96,CCc1n[nH]c(=O)c(-c2nc([C@@H](CC)NC(=O)c3c[nH]c4ncccc34)cs2)c1CC
CC1=CC(F)=C(C2=CSC(C3=NC=CS3)=N2)C=C1F,MOL_97,Cc1cc(F)c(-c2csc(-c3nccs3)n2)cc1F
CC1=CC(C2=CC=C(N)C(F)=N2)=CC2=C1NN=C2,MOL_98,Cc1cc(-c2ccc(N)c(F)n2)cc2cn[nH]c12
CCC1=NOC(C2=CN([C@H]3CCC[C@H]3NC(=O)C3=CSC(C4=CC(Cl)=CC=C4)=N3)N=N2)=C1,MOL_99,CCc1cc(-c2cn([C@H]3CCC[C@H]3NC(=O)c3csc(-c4cccc(Cl)c4)n3)nn2)on1
CC1=C(C2=NOC(C3=CSC(C4=CC=CO4)=N3)=N2)N=CN1,MOL_100,Cc1[nH]cnc1-c1noc(-c2csc(-c3ccco3)n2)n1
Nc1ncnc2c1c(-c1ccccc1O)nn2C1CCCC1O,MOL_101,Nc1ncnc2c1c(-c1ccccc1O)nn2C1CCCC1O
CC1=NC(C2=CC=C(F)C=C2)=CC=C1C1=NC(CC2=CC=C3OCCC3=C2)=NO1,MOL_102,Cc1nc(-c2ccc(F)cc2)ccc1-c1nc(Cc2ccc3c(c2)CCO3)no1
NCC1=CC=C(C2=NC(C3=CC(F)=CC=C3O)=CS2)C=C1,MOL_103,NCc1ccc(-c2nc(-c3cc(F)ccc3O)cs2)cc1
NC1=CC=C(C(=O)N2CCC(CC3=CSC(C4=NNC5=CC=CC=C45)=N3)CC2)C=N1,MOL_104,Nc1ccc(C(=O)N2CCC(Cc3csc(-c4n[nH]c5ccccc45)n3)CC2)cn1
CN1C=CN=C1C1=NC(C2=CN=C3N=CC=CN23)=CS1,MOL_105,Cn1ccnc1-c1nc(-c2cnc3ncccn23)cs1
Cc1nc(-c2cnc3[nH]ccc(=O)c3c2)ccc1N,MOL_106,Cc1nc(-c2cnc3[nH]ccc(=O)c3c2)ccc1N
COC1=CC=CC(C2=NC(C3=C(NCC4CCCO4)N4C=CC(C(N)=O)=CC4=N3)=CS2)=C1,MOL_107,COc1cccc(-c2nc(-c3nc4cc(C(N)=O)ccn4c3NCC3CCCO3)cs2)c1
CSC1=CC(C(=O)N2CCN(C)C(C3=CN(CC4=CC=NC=C4)N=N3)C2)=CO1,MOL_108,CSc1cc(C(=O)N2CCN(C)C(c3cn(Cc4ccncc4)nn3)C2)co1
O=C(O)C1CN(C(=O)C2=CC=C(Cl)C(C3=CN(CC4=CC=CO4)N=N3)=C2)CCO1,MOL_109,O=C(O)C1CN(C(=O)c2ccc(Cl)c(-c3cn(Cc4ccco4)nn3)c2)CCO1
CC(F)(F)C1=NC(C2=CN(C3=NC=CC=N3)N=C2N)=CS1,MOL_110,CC(F)(F)c1nc(-c2cn(-c3ncccn3)nc2N)cs1
CC(=O)c1csc(-c2cnc3[nH]cc(-c4cc(CO)ccn4)c3c2)c1,MOL_111,CC(=O)c1csc(-c2cnc3[nH]cc(-c4cc(CO)ccn4)c3c2)c1
CS(=O)(=O)C1=NC=C(NC(=O)C2=CSC(NC3=CC=C(Cl)C=C3)=N2)C=N1,MOL_112,CS(=O)(=O)c1ncc(NC(=O)c2csc(Nc3ccc(Cl)cc3)n2)cn1
O=C(NC1=NC2=CC(I)=CC=C2N1)C1=NN2C(C(F)F)=CC(C3CC3)=NC2=C1,MOL_113,O=C(Nc1nc2cc(I)ccc2[nH]1)c1cc2nc(C3CC3)cc(C(F)F)n2n1
CC1=NNC(C2CCN(C3=C4C=NN(C)C4=NC(N(C)CC4=CC=CC(Cl)=C4)=N3)C2)=C1,MOL_114,Cc1cc(C2CCN(c3nc(N(C)Cc4cccc(Cl)c4)nc4c3cnn4C)C2)[nH]n1
CC1=CC(C2=CN=C3C(=C2)C(C)=NN3C2CCS(=O)(=O)C2)=CS1,MOL_115,Cc1cc(-c2cnc3c(c2)c(C)nn3C2CCS(=O)(=O)C2)cs1
ClC1=C(Cl)C2=CC=CC(C3=NC(C4=CNC=N4)=NO3)=C2S1,MOL_116,Clc1sc2c(-c3nc(-c4c[nH]cn4)no3)cccc2c1Cl
CC1=NC(C2=NC(C3CCCN(C(=O)C4=CC=C(NC5=NC=CC=N5)C=C4)C3)=CS2)=CO1,MOL_117,Cc1nc(-c2nc(C3CCCN(C(=O)c4ccc(Nc5ncccn5)cc4)C3)cs2)co1
CC1=NC=C(C2=CC3=NC(N)=CN=C3C=C2)O1,MOL_118,Cc1ncc(-c2ccc3ncc(N)nc3c2)o1
COC1=CC(C(C(=O)NCC2CC2)N2CC=C(C3=CNC4=NC=CC=C34)CC2)=CC(Cl)=N1,MOL_119,COc1cc(C(C(=O)NCC2CC2)N2CC=C(c3c[nH]c4ncccc34)CC2)cc(Cl)n1
CN1CCOC(C2=NC(CN(C)C(=O)C3=CC(C4=CC=C5OCCC5=C4)=NO3)=CS2)C1,MOL_120,CN1CCOC(c2nc(CN(C)C(=O)c3cc(-c4ccc5c(c4)CCO5)no3)cs2)C1
O=C1CCC(N2C=C(NC(=O)C3=CSC(C4=CN(C5=CC=CC=C5)N=C4)=N3)C=N2)C(=O)N1,MOL_121,O=C1CCC(n2cc(NC(=O)c3csc(-c4cnn(-c5ccccc5)c4)n3)cn2)C(=O)N1
O=C(C1=CNC(=O)C2=CC=NN12)N1CCC(NC2=NC(C3=CC=C(Cl)C=N3)=CS2)C1,MOL_122,O=C(c1c[nH]c(=O)c2ccnn12)N1CCC(Nc2nc(-c3ccc(Cl)cn3)cs2)C1
CC1=CC(C2=CC=C3N=C(Cl)SC3=N2)=CS1,MOL_123,Cc1cc(-c2ccc3nc(Cl)sc3n2)cs1
CCOC1=NC(NC[C@H]2CN(C(=O)C3=CC(C4=CC=CO4)=CS3)CCO2)=NC=C1C,MOL_124,CCOc1nc(NC[C@H]2CN(C(=O)c3cc(-c4ccco4)cs3)CCO2)ncc1C
CC1=CC(C(=O)N(C)CC2=NC(C3=C(C)N(C4CCS(=O)(=O)C4)C(C)=C3)=CS2)=NN1,MOL_125,Cc1cc(C(=O)N(C)Cc2nc(-c3cc(C)n(C4CCS(=O)(=O)C4)c3C)cs2)n[nH]1
COC1=CC=CC=C1C1=CC=NC(NC(C)C2=NN(C3=CC=CC=C3)C=C2)=N1,MOL_126,COc1ccccc1-c1ccnc(NC(C)c2ccn(-c3ccccc3)n2)n1
CC1=NC(C(=O)N2CCC(C3CC(NC4=NC=NC5=CC=C(O)C=C45)C3)CC2)=CS1,MOL_127,Cc1nc(C(=O)N2CCC(C3CC(Nc4ncnc5ccc(O)cc45)C3)CC2)cs1
CCOC(=O)C1=NC(C2=CC=CC(CNC(=O)C3=CSC(C4=CC=C(C)N=C4)=N3)=C2)=NN1,MOL_128,CCOC(=O)c1nc(-c2cccc(CNC(=O)c3csc(-c4ccc(C)nc4)n3)c2)n[nH]1
COc1ccncc1C(C)Nc1nc(Cl)nc2cc(-c3ccnc(N)c3)ccc12,MOL_129,COc1ccncc1C(C)Nc1nc(Cl)nc2cc(-c3ccnc(N)c3)ccc12
